,sex,age,age_cat,decile_score,score_text,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,is_recid,score
4590,Male,25,25 - 45,3,Low,African-American,0,0,0,0,1,0
4591,Male,25,25 - 45,5,Medium,Caucasian,2,0,0,0,0,1
4592,Male,28,25 - 45,7,Medium,Caucasian,2,0,0,0,0,1
4593,Female,32,25 - 45,1,Low,African-American,0,0,0,0,1,0
4594,Male,35,25 - 45,4,Low,African-American,7,0,0,0,0,0
4595,Male,49,Greater than 45,1,Low,African-American,0,0,0,0,1,0
4596,Male,36,25 - 45,3,Low,Caucasian,5,0,0,0,1,0
4597,Male,33,25 - 45,9,High,African-American,16,0,0,0,1,1
4598,Male,30,25 - 45,1,Low,Other,1,0,0,0,0,0
4599,Female,58,Greater than 45,2,Low,Caucasian,1,0,0,0,0,0
4600,Male,22,Less than 25,7,Medium,African-American,2,0,0,0,0,1
4601,Male,28,25 - 45,3,Low,Caucasian,2,0,0,0,1,0
4602,Male,28,25 - 45,1,Low,Hispanic,0,0,0,0,1,0
4603,Male,26,25 - 45,10,High,African-American,6,0,1,0,1,1
4604,Female,36,25 - 45,1,Low,Caucasian,3,0,0,0,1,0
4605,Male,23,Less than 25,9,High,Caucasian,0,0,0,0,0,1
4606,Male,22,Less than 25,5,Medium,African-American,0,0,0,0,1,1
4608,Male,26,25 - 45,3,Low,African-American,0,0,0,0,0,0
4609,Male,25,25 - 45,5,Medium,African-American,1,0,0,0,0,1
4611,Male,40,25 - 45,6,Medium,Native American,2,0,0,0,0,1
4612,Male,28,25 - 45,2,Low,African-American,0,0,0,0,1,0
4614,Male,56,Greater than 45,1,Low,African-American,1,0,0,0,0,0
4616,Male,36,25 - 45,4,Low,African-American,0,0,0,0,0,0
4617,Male,51,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4620,Female,35,25 - 45,8,High,African-American,9,2,0,0,0,1
4621,Male,24,Less than 25,5,Medium,Caucasian,0,0,0,0,1,1
4623,Male,27,25 - 45,4,Low,African-American,6,0,0,0,1,0
4624,Male,22,Less than 25,9,High,Caucasian,2,0,1,0,1,1
4628,Female,23,Less than 25,9,High,Caucasian,4,0,0,0,1,1
4629,Female,27,25 - 45,2,Low,Caucasian,0,0,0,0,1,0
4630,Male,31,25 - 45,9,High,African-American,8,0,0,0,1,1
4632,Male,25,25 - 45,7,Medium,Caucasian,3,0,0,1,0,1
4633,Female,52,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4634,Male,35,25 - 45,7,Medium,Hispanic,0,0,0,0,0,1
4635,Female,24,Less than 25,5,Medium,Caucasian,0,0,0,0,0,1
4637,Male,57,Greater than 45,1,Low,Other,0,0,0,0,0,0
4638,Male,38,25 - 45,1,Low,Caucasian,2,0,0,0,0,0
4640,Male,26,25 - 45,5,Medium,Hispanic,1,0,0,0,0,1
4642,Male,20,Less than 25,7,Medium,African-American,3,0,0,0,1,1
4643,Male,34,25 - 45,2,Low,African-American,2,0,0,0,0,0
4644,Male,25,25 - 45,9,High,African-American,11,0,0,0,1,1
4645,Female,24,Less than 25,5,Medium,Caucasian,0,0,0,0,0,1
4647,Male,49,Greater than 45,6,Medium,Caucasian,4,0,0,0,1,1
4648,Male,27,25 - 45,10,High,African-American,15,0,0,0,1,1
4649,Male,28,25 - 45,5,Medium,African-American,10,0,0,0,1,1
4651,Male,55,Greater than 45,5,Medium,Caucasian,0,0,0,0,0,1
4653,Male,47,Greater than 45,3,Low,Caucasian,3,0,0,0,1,0
4654,Male,55,Greater than 45,7,Medium,African-American,10,0,0,0,1,1
4655,Male,22,Less than 25,3,Low,African-American,0,0,0,0,1,0
4656,Male,32,25 - 45,8,High,African-American,9,0,0,0,0,1
4657,Male,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4658,Male,23,Less than 25,5,Medium,African-American,3,0,0,0,0,1
4659,Male,54,Greater than 45,4,Low,Caucasian,2,0,0,0,1,0
4660,Male,40,25 - 45,1,Low,Asian,0,0,0,0,0,0
4661,Male,27,25 - 45,2,Low,African-American,0,0,0,0,1,0
4663,Female,29,25 - 45,7,Medium,African-American,5,0,0,0,0,1
4664,Female,45,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4665,Male,25,25 - 45,6,Medium,Other,2,0,0,0,0,1
4666,Male,40,25 - 45,3,Low,Caucasian,4,0,0,0,1,0
4667,Male,38,25 - 45,4,Low,African-American,7,0,0,0,1,0
4669,Male,26,25 - 45,10,High,African-American,3,0,0,0,1,1
4670,Female,37,25 - 45,1,Low,African-American,0,0,0,0,0,0
4672,Male,41,25 - 45,1,Low,Caucasian,1,0,0,0,0,0
4673,Female,33,25 - 45,2,Low,Other,0,0,0,0,0,0
4674,Male,57,Greater than 45,1,Low,African-American,1,0,0,0,0,0
4675,Male,34,25 - 45,9,High,African-American,3,0,0,0,0,1
4676,Male,29,25 - 45,4,Low,African-American,1,0,0,0,1,0
4677,Male,45,Greater than 45,7,Medium,Hispanic,8,0,0,0,0,1
4678,Male,22,Less than 25,4,Low,Caucasian,1,0,0,0,0,0
4679,Female,22,Less than 25,8,High,African-American,0,0,0,0,1,1
4681,Male,21,Less than 25,4,Low,African-American,0,0,0,0,0,0
4682,Male,56,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
4683,Male,48,Greater than 45,3,Low,African-American,4,0,0,0,0,0
4684,Male,27,25 - 45,2,Low,Hispanic,1,0,0,0,0,0
4685,Male,27,25 - 45,6,Medium,Caucasian,2,0,0,0,1,1
4686,Male,34,25 - 45,2,Low,Hispanic,1,0,0,0,0,0
4687,Male,23,Less than 25,6,Medium,African-American,5,0,0,1,1,1
4688,Male,47,Greater than 45,5,Medium,African-American,3,0,0,0,1,1
4689,Male,33,25 - 45,3,Low,African-American,6,0,1,0,1,0
4690,Male,58,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
4691,Female,33,25 - 45,5,Medium,African-American,1,0,0,0,0,1
4692,Female,40,25 - 45,5,Medium,African-American,2,0,0,0,0,1
4693,Male,22,Less than 25,5,Medium,Caucasian,0,0,0,0,0,1
4694,Male,39,25 - 45,3,Low,Caucasian,2,0,0,0,0,0
4697,Male,35,25 - 45,1,Low,Caucasian,1,0,0,1,0,0
4698,Male,22,Less than 25,2,Low,Hispanic,0,0,0,0,0,0
4699,Male,43,25 - 45,6,Medium,African-American,7,0,0,0,1,1
4700,Male,37,25 - 45,4,Low,Hispanic,4,0,0,0,0,0
4702,Male,26,25 - 45,8,High,African-American,2,0,0,0,1,1
4703,Male,60,Greater than 45,4,Low,Hispanic,0,0,0,0,0,0
4704,Female,39,25 - 45,4,Low,Caucasian,1,0,0,0,0,0
4705,Male,36,25 - 45,8,High,African-American,16,0,0,1,1,1
4707,Male,21,Less than 25,4,Low,Caucasian,0,0,0,0,1,0
4708,Female,28,25 - 45,3,Low,Hispanic,1,0,0,0,1,0
4709,Female,70,Greater than 45,1,Low,Other,0,0,0,0,0,0
4711,Male,53,Greater than 45,2,Low,African-American,6,0,0,0,0,0
4712,Male,37,25 - 45,6,Medium,Caucasian,0,0,0,0,0,1
4713,Male,21,Less than 25,6,Medium,African-American,1,0,0,0,1,1
4714,Male,28,25 - 45,6,Medium,African-American,1,0,0,0,0,1
4715,Male,21,Less than 25,6,Medium,African-American,1,0,0,0,0,1
4717,Male,56,Greater than 45,1,Low,African-American,0,0,0,0,0,0
4718,Male,30,25 - 45,3,Low,Caucasian,3,0,0,0,0,0
4719,Male,27,25 - 45,8,High,Caucasian,0,0,0,0,1,1
4720,Male,37,25 - 45,2,Low,Hispanic,6,0,0,0,1,0
4721,Male,27,25 - 45,8,High,African-American,1,0,0,0,0,1
4722,Male,41,25 - 45,7,Medium,African-American,7,0,0,1,1,1
4723,Female,30,25 - 45,3,Low,African-American,7,0,0,0,1,0
4724,Male,32,25 - 45,8,High,African-American,7,0,1,3,1,1
4727,Male,32,25 - 45,4,Low,African-American,3,0,0,0,0,0
4728,Female,34,25 - 45,5,Medium,Caucasian,5,0,0,0,1,1
4729,Male,46,Greater than 45,1,Low,African-American,3,0,0,0,0,0
4730,Male,24,Less than 25,3,Low,African-American,1,0,0,0,1,0
4731,Male,32,25 - 45,6,Medium,African-American,7,0,0,1,1,1
4732,Male,43,25 - 45,4,Low,Caucasian,6,0,0,0,1,0
4733,Male,50,Greater than 45,2,Low,Caucasian,3,0,0,0,0,0
4734,Male,30,25 - 45,4,Low,Caucasian,4,3,0,0,1,0
4735,Male,37,25 - 45,7,Medium,African-American,3,0,0,0,0,1
4737,Male,37,25 - 45,5,Medium,Hispanic,1,0,0,0,0,1
4740,Male,40,25 - 45,4,Low,Caucasian,3,0,0,0,0,0
4741,Female,53,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4742,Male,31,25 - 45,2,Low,Other,6,0,0,0,1,0
4743,Male,33,25 - 45,3,Low,African-American,4,0,0,0,0,0
4745,Female,22,Less than 25,4,Low,African-American,0,0,0,0,0,0
4746,Male,27,25 - 45,3,Low,African-American,2,0,0,0,1,0
4747,Male,25,25 - 45,8,High,African-American,5,0,0,0,1,1
4748,Male,24,Less than 25,2,Low,Caucasian,2,0,0,0,0,0
4749,Female,24,Less than 25,5,Medium,African-American,2,0,0,0,1,1
4750,Female,26,25 - 45,7,Medium,African-American,1,0,0,0,0,1
4752,Female,26,25 - 45,10,High,African-American,3,0,0,0,1,1
4754,Male,20,Less than 25,4,Low,Caucasian,0,0,0,0,1,0
4755,Male,27,25 - 45,6,Medium,African-American,4,0,0,0,1,1
4756,Male,24,Less than 25,3,Low,Caucasian,1,0,0,0,1,0
4757,Male,26,25 - 45,7,Medium,African-American,8,0,0,0,1,1
4758,Male,26,25 - 45,5,Medium,Caucasian,5,0,0,0,0,1
4759,Male,54,Greater than 45,1,Low,Hispanic,0,0,0,0,1,0
4762,Male,64,Greater than 45,6,Medium,African-American,13,0,0,0,0,1
4763,Male,24,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
4765,Female,57,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4766,Female,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4767,Male,56,Greater than 45,5,Medium,African-American,16,0,0,0,0,1
4768,Female,39,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
4769,Male,68,Greater than 45,1,Low,Caucasian,4,0,0,0,0,0
4771,Male,28,25 - 45,3,Low,African-American,1,0,0,0,1,0
4772,Male,39,25 - 45,6,Medium,African-American,19,0,0,0,1,1
4773,Male,38,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
4774,Female,25,25 - 45,10,High,African-American,3,0,0,0,0,1
4775,Male,25,25 - 45,5,Medium,Caucasian,2,0,0,1,0,1
4776,Male,21,Less than 25,7,Medium,African-American,3,0,0,0,1,1
4777,Male,31,25 - 45,5,Medium,Caucasian,2,0,0,0,0,1
4778,Male,33,25 - 45,6,Medium,African-American,3,0,0,0,1,1
4779,Male,26,25 - 45,10,High,African-American,20,0,0,0,1,1
4781,Female,35,25 - 45,8,High,African-American,13,0,0,0,0,1
4782,Male,34,25 - 45,8,High,African-American,19,0,6,1,0,1
4783,Male,41,25 - 45,9,High,Other,31,0,0,0,1,1
4784,Male,57,Greater than 45,1,Low,Other,0,0,0,0,0,0
4785,Female,42,25 - 45,2,Low,African-American,1,0,0,0,0,0
4786,Male,26,25 - 45,10,High,African-American,9,1,2,0,1,1
4788,Male,36,25 - 45,6,Medium,African-American,2,0,0,0,1,1
4789,Male,41,25 - 45,10,High,African-American,24,1,1,0,1,1
4790,Male,27,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
4791,Female,58,Greater than 45,1,Low,Other,0,0,0,0,1,0
4792,Male,45,Greater than 45,1,Low,Caucasian,3,0,0,0,1,0
4793,Male,34,25 - 45,2,Low,Caucasian,5,0,0,0,0,0
4794,Male,50,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
4795,Male,25,25 - 45,8,High,Caucasian,6,0,1,0,1,1
4796,Male,24,Less than 25,5,Medium,African-American,2,0,0,0,1,1
4798,Male,27,25 - 45,7,Medium,African-American,2,0,0,0,0,1
4800,Male,30,25 - 45,4,Low,Caucasian,2,0,0,1,1,0
4801,Male,22,Less than 25,8,High,Caucasian,3,0,2,0,1,1
4802,Male,27,25 - 45,5,Medium,African-American,0,0,0,0,0,1
4803,Male,20,Less than 25,3,Low,Other,0,0,0,0,1,0
4804,Male,41,25 - 45,5,Medium,African-American,19,0,0,0,1,1
4805,Male,30,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
4806,Male,24,Less than 25,8,High,African-American,3,0,0,0,0,1
4807,Male,39,25 - 45,1,Low,African-American,0,0,0,0,0,0
4809,Female,32,25 - 45,2,Low,African-American,3,0,0,0,1,0
4810,Female,29,25 - 45,6,Medium,Caucasian,0,0,0,0,1,1
4811,Male,37,25 - 45,1,Low,Other,0,0,0,0,1,0
4812,Male,26,25 - 45,10,High,African-American,24,0,1,0,1,1
4813,Male,24,Less than 25,6,Medium,African-American,2,0,0,0,1,1
4814,Male,30,25 - 45,1,Low,Other,2,0,0,0,0,0
4815,Male,20,Less than 25,10,High,African-American,4,1,1,1,1,1
4816,Male,25,25 - 45,6,Medium,African-American,1,0,0,1,1,1
4817,Female,31,25 - 45,4,Low,Caucasian,0,0,0,0,1,0
4818,Male,25,25 - 45,5,Medium,African-American,0,0,0,0,1,1
4819,Male,41,25 - 45,1,Low,Caucasian,0,0,0,0,1,0
4820,Male,25,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
4821,Male,25,25 - 45,5,Medium,African-American,2,0,0,0,1,1
4822,Male,22,Less than 25,4,Low,African-American,1,0,0,0,1,0
4823,Female,25,25 - 45,7,Medium,African-American,0,0,0,0,0,1
4824,Male,38,25 - 45,2,Low,African-American,0,0,0,0,0,0
4825,Male,40,25 - 45,5,Medium,Hispanic,0,0,0,0,0,1
4826,Female,49,Greater than 45,2,Low,Caucasian,4,0,0,0,0,0
4827,Female,35,25 - 45,3,Low,Caucasian,2,0,0,0,0,0
4828,Male,21,Less than 25,6,Medium,Native American,0,0,0,1,1,1
4829,Male,25,25 - 45,4,Low,Other,0,0,0,0,0,0
4830,Male,21,Less than 25,4,Low,Caucasian,1,0,0,0,0,0
4833,Female,24,Less than 25,9,High,African-American,11,0,0,1,1,1
4834,Male,28,25 - 45,3,Low,Caucasian,3,0,0,0,0,0
4836,Male,34,25 - 45,6,Medium,African-American,4,0,0,0,1,1
4837,Male,57,Greater than 45,7,Medium,African-American,8,0,0,0,0,1
4838,Male,40,25 - 45,9,High,African-American,15,0,0,0,1,1
4839,Male,22,Less than 25,4,Low,African-American,2,0,0,0,1,0
4840,Male,37,25 - 45,6,Medium,African-American,3,0,0,0,1,1
4841,Female,43,25 - 45,6,Medium,African-American,0,0,0,0,0,1
4842,Male,26,25 - 45,7,Medium,African-American,5,0,0,0,1,1
4843,Male,24,Less than 25,3,Low,Caucasian,2,0,0,0,1,0
4845,Male,56,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
4846,Male,23,Less than 25,7,Medium,African-American,2,0,0,1,1,1
4847,Male,43,25 - 45,6,Medium,Caucasian,12,0,0,0,0,1
4848,Male,32,25 - 45,1,Low,Asian,0,0,0,0,0,0
4849,Male,21,Less than 25,9,High,African-American,0,0,0,0,1,1
4850,Male,51,Greater than 45,3,Low,African-American,2,0,0,0,0,0
4851,Male,20,Less than 25,10,High,African-American,0,0,0,0,1,1
4853,Male,42,25 - 45,10,High,African-American,17,0,0,0,1,1
4854,Male,58,Greater than 45,1,Low,Hispanic,1,0,0,0,0,0
4855,Female,28,25 - 45,2,Low,Other,1,0,0,1,0,0
4856,Female,30,25 - 45,3,Low,African-American,2,0,0,0,0,0
4857,Male,28,25 - 45,6,Medium,Caucasian,4,1,1,1,1,1
4859,Female,24,Less than 25,10,High,Caucasian,9,0,0,0,1,1
4860,Male,22,Less than 25,9,High,African-American,1,0,0,0,1,1
4862,Male,50,Greater than 45,2,Low,Caucasian,1,0,0,0,0,0
4863,Male,30,25 - 45,9,High,African-American,5,0,0,0,0,1
4864,Male,28,25 - 45,2,Low,Caucasian,0,0,0,0,1,0
4865,Male,21,Less than 25,7,Medium,African-American,3,0,0,0,1,1
4866,Male,26,25 - 45,1,Low,Hispanic,2,0,0,1,0,0
4867,Female,51,Greater than 45,5,Medium,Caucasian,0,0,0,0,0,1
4868,Male,21,Less than 25,7,Medium,African-American,1,0,0,0,0,1
4869,Male,29,25 - 45,2,Low,Caucasian,0,0,0,0,1,0
4870,Male,43,25 - 45,4,Low,Caucasian,0,0,0,0,0,0
4871,Male,22,Less than 25,4,Low,African-American,1,0,0,0,0,0
4872,Male,52,Greater than 45,7,Medium,African-American,0,0,0,0,1,1
4873,Male,36,25 - 45,1,Low,African-American,0,0,0,0,0,0
4874,Male,24,Less than 25,2,Low,African-American,0,0,0,0,0,0
4875,Male,26,25 - 45,6,Medium,African-American,5,0,1,0,0,1
4876,Male,27,25 - 45,8,High,African-American,8,0,0,0,0,1
4877,Male,19,Less than 25,8,High,Caucasian,0,0,0,0,1,1
4878,Male,26,25 - 45,5,Medium,Caucasian,2,0,0,0,0,1
4880,Female,29,25 - 45,4,Low,African-American,0,0,0,0,0,0
4881,Female,29,25 - 45,10,High,Caucasian,20,0,0,0,1,1
4882,Male,38,25 - 45,4,Low,African-American,1,0,0,0,1,0
4883,Male,34,25 - 45,6,Medium,African-American,5,1,0,0,0,1
4884,Male,23,Less than 25,4,Low,Other,2,0,0,0,0,0
4885,Male,26,25 - 45,5,Medium,Other,0,0,0,0,1,1
4886,Female,29,25 - 45,2,Low,African-American,1,0,0,0,0,0
4887,Male,24,Less than 25,5,Medium,African-American,1,0,0,0,0,1
4888,Male,31,25 - 45,8,High,Hispanic,1,0,0,0,1,1
4889,Male,50,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4890,Female,24,Less than 25,7,Medium,African-American,0,0,0,0,0,1
4891,Female,31,25 - 45,3,Low,African-American,0,0,0,0,0,0
4892,Male,36,25 - 45,9,High,African-American,13,0,0,0,1,1
4893,Male,32,25 - 45,9,High,African-American,13,0,0,0,1,1
4895,Male,42,25 - 45,2,Low,African-American,1,0,0,0,1,0
4896,Male,22,Less than 25,7,Medium,African-American,0,0,0,0,0,1
4897,Male,26,25 - 45,7,Medium,African-American,5,0,0,0,1,1
4898,Male,26,25 - 45,8,High,African-American,10,0,0,0,1,1
4899,Male,30,25 - 45,5,Medium,Hispanic,3,0,0,0,1,1
4900,Male,53,Greater than 45,2,Low,Caucasian,3,0,0,0,1,0
4901,Male,23,Less than 25,6,Medium,African-American,2,0,1,2,1,1
4902,Male,22,Less than 25,3,Low,Caucasian,0,0,0,0,0,0
4903,Male,27,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
4904,Female,21,Less than 25,4,Low,Other,0,0,0,0,0,0
4905,Male,42,25 - 45,7,Medium,Caucasian,2,0,0,0,1,1
4906,Male,31,25 - 45,5,Medium,African-American,4,0,0,0,1,1
4907,Male,80,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4909,Male,68,Greater than 45,4,Low,African-American,6,0,0,0,0,0
4910,Male,23,Less than 25,8,High,African-American,1,0,0,0,0,1
4911,Male,36,25 - 45,6,Medium,African-American,4,0,0,0,1,1
4912,Male,24,Less than 25,10,High,Caucasian,0,0,0,0,0,1
4914,Male,21,Less than 25,8,High,Caucasian,0,0,0,1,1,1
4915,Male,26,25 - 45,4,Low,African-American,3,0,0,0,1,0
4916,Female,30,25 - 45,7,Medium,African-American,8,0,0,0,1,1
4918,Male,36,25 - 45,5,Medium,Caucasian,1,0,0,0,0,1
4919,Male,21,Less than 25,8,High,African-American,0,0,0,0,1,1
4920,Female,31,25 - 45,5,Medium,African-American,1,0,0,0,0,1
4921,Female,20,Less than 25,6,Medium,African-American,0,0,0,0,1,1
4922,Male,49,Greater than 45,8,High,Caucasian,4,0,0,0,0,1
4923,Male,24,Less than 25,9,High,Caucasian,0,0,0,0,0,1
4924,Male,20,Less than 25,8,High,African-American,0,0,0,0,1,1
4925,Male,44,25 - 45,1,Low,Caucasian,1,0,0,0,0,0
4926,Female,25,25 - 45,3,Low,African-American,1,0,0,0,0,0
4927,Male,41,25 - 45,4,Low,Caucasian,11,0,0,0,1,0
4928,Male,25,25 - 45,2,Low,African-American,1,0,0,0,0,0
4929,Male,44,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
4930,Male,33,25 - 45,1,Low,African-American,0,0,0,0,0,0
4931,Male,20,Less than 25,7,Medium,African-American,0,0,0,0,1,1
4932,Male,21,Less than 25,6,Medium,African-American,1,0,0,0,1,1
4933,Male,44,25 - 45,5,Medium,Caucasian,3,0,0,0,0,1
4934,Male,23,Less than 25,9,High,African-American,1,0,0,1,1,1
4935,Male,35,25 - 45,8,High,African-American,0,0,0,0,1,1
4936,Female,41,25 - 45,1,Low,African-American,0,0,0,0,0,0
4937,Male,30,25 - 45,5,Medium,African-American,1,0,0,0,0,1
4939,Male,36,25 - 45,2,Low,African-American,7,0,0,0,1,0
4940,Male,26,25 - 45,1,Low,African-American,1,0,0,0,1,0
4941,Female,32,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
4943,Male,23,Less than 25,3,Low,Caucasian,0,0,0,0,1,0
4944,Female,43,25 - 45,9,High,African-American,9,0,0,1,0,1
4945,Male,30,25 - 45,2,Low,African-American,3,0,0,0,1,0
4946,Male,44,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
4948,Male,39,25 - 45,1,Low,Caucasian,1,0,0,0,0,0
4949,Male,37,25 - 45,1,Low,Hispanic,2,0,0,0,1,0
4951,Male,31,25 - 45,8,High,African-American,6,0,0,0,1,1
4952,Male,63,Greater than 45,1,Low,Caucasian,5,0,0,0,0,0
4953,Female,66,Greater than 45,8,High,African-American,11,0,0,0,1,1
4954,Male,19,Less than 25,8,High,Hispanic,2,2,0,0,1,1
4955,Male,24,Less than 25,5,Medium,Caucasian,3,0,0,2,0,1
4956,Male,21,Less than 25,10,High,Caucasian,2,1,0,3,0,1
4957,Female,48,Greater than 45,2,Low,Caucasian,0,0,0,0,0,0
4958,Male,37,25 - 45,1,Low,African-American,0,0,0,0,0,0
4959,Male,21,Less than 25,2,Low,African-American,0,0,0,0,1,0
4961,Female,20,Less than 25,5,Medium,Other,0,0,0,0,0,1
4962,Female,64,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4963,Male,22,Less than 25,6,Medium,Caucasian,0,0,0,0,0,1
4964,Male,43,25 - 45,3,Low,Caucasian,8,0,0,0,0,0
4965,Male,25,25 - 45,7,Medium,Caucasian,3,0,0,0,1,1
4966,Male,33,25 - 45,9,High,Caucasian,10,0,0,0,0,1
4967,Male,26,25 - 45,6,Medium,African-American,1,0,0,0,0,1
4968,Female,33,25 - 45,3,Low,Caucasian,1,0,0,0,0,0
4972,Male,44,25 - 45,1,Low,African-American,0,0,0,0,0,0
4973,Male,31,25 - 45,2,Low,African-American,0,0,0,0,0,0
4974,Male,50,Greater than 45,6,Medium,Caucasian,9,0,0,0,1,1
4975,Male,33,25 - 45,9,High,African-American,16,0,2,2,1,1
4977,Male,31,25 - 45,10,High,African-American,1,0,0,0,1,1
4978,Female,25,25 - 45,3,Low,Hispanic,0,0,0,0,0,0
4979,Female,43,25 - 45,2,Low,African-American,2,0,0,0,0,0
4981,Male,27,25 - 45,1,Low,African-American,0,0,0,0,1,0
4982,Male,34,25 - 45,1,Low,Other,2,0,0,0,0,0
4983,Male,44,25 - 45,1,Low,Other,0,0,0,0,0,0
4984,Male,31,25 - 45,10,High,African-American,6,0,0,0,1,1
4986,Male,26,25 - 45,3,Low,African-American,2,0,0,0,1,0
4987,Male,20,Less than 25,9,High,African-American,4,2,2,0,1,1
4988,Male,41,25 - 45,2,Low,Hispanic,1,0,0,0,1,0
4989,Female,55,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
4990,Male,29,25 - 45,2,Low,African-American,6,3,0,0,0,0
4991,Male,31,25 - 45,1,Low,Other,0,0,0,0,0,0
4992,Male,31,25 - 45,7,Medium,African-American,11,0,0,1,1,1
4993,Male,52,Greater than 45,1,Low,Other,0,0,0,0,0,0
4994,Male,59,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
4995,Male,49,Greater than 45,1,Low,African-American,1,0,0,0,1,0
4996,Male,36,25 - 45,6,Medium,Caucasian,11,0,0,0,1,1
4997,Female,23,Less than 25,3,Low,African-American,1,0,0,0,0,0
4998,Male,46,Greater than 45,7,Medium,Caucasian,26,0,0,0,1,1
4999,Male,59,Greater than 45,1,Low,Caucasian,2,0,0,0,1,0
5000,Male,51,Greater than 45,1,Low,Hispanic,1,0,0,0,0,0
5001,Male,34,25 - 45,1,Low,African-American,0,0,0,0,0,0
5002,Male,32,25 - 45,1,Low,Other,0,0,0,0,0,0
5003,Male,54,Greater than 45,3,Low,African-American,1,0,0,0,0,0
5004,Male,24,Less than 25,10,High,African-American,3,0,1,0,1,1
5006,Male,32,25 - 45,3,Low,Other,0,0,0,0,1,0
5007,Male,22,Less than 25,5,Medium,Caucasian,0,0,0,0,1,1
5008,Male,36,25 - 45,1,Low,African-American,0,0,0,0,0,0
5009,Male,61,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5010,Female,38,25 - 45,2,Low,African-American,0,0,0,0,0,0
5011,Male,41,25 - 45,2,Low,Hispanic,9,0,0,0,0,0
5012,Male,34,25 - 45,1,Low,Hispanic,2,0,0,0,1,0
5013,Male,32,25 - 45,3,Low,African-American,0,0,0,0,0,0
5014,Male,37,25 - 45,7,Medium,Caucasian,1,0,0,0,1,1
5016,Male,21,Less than 25,8,High,African-American,4,0,0,0,0,1
5017,Male,57,Greater than 45,1,Low,African-American,0,0,0,0,1,0
5018,Male,68,Greater than 45,4,Low,African-American,2,0,0,0,0,0
5019,Male,24,Less than 25,3,Low,African-American,0,0,0,0,0,0
5020,Male,46,Greater than 45,1,Low,African-American,3,0,0,0,1,0
5021,Male,41,25 - 45,4,Low,Caucasian,1,0,0,0,1,0
5022,Male,30,25 - 45,2,Low,Other,0,0,0,0,0,0
5023,Male,25,25 - 45,8,High,African-American,8,0,0,2,1,1
5024,Male,24,Less than 25,7,Medium,African-American,7,0,0,0,1,1
5025,Male,41,25 - 45,4,Low,African-American,1,0,0,0,0,0
5026,Male,55,Greater than 45,1,Low,Other,4,0,0,0,0,0
5029,Male,33,25 - 45,4,Low,Caucasian,1,0,0,0,0,0
5030,Male,23,Less than 25,2,Low,African-American,0,0,0,0,0,0
5031,Female,47,Greater than 45,9,High,Caucasian,28,0,0,0,1,1
5032,Female,51,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5033,Male,36,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
5034,Male,57,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
5035,Male,43,25 - 45,1,Low,African-American,0,0,0,0,0,0
5036,Male,26,25 - 45,7,Medium,African-American,4,0,0,0,1,1
5037,Male,47,Greater than 45,1,Low,Other,0,0,0,0,0,0
5038,Male,60,Greater than 45,1,Low,African-American,1,0,0,0,0,0
5039,Male,24,Less than 25,5,Medium,African-American,0,0,0,0,1,1
5040,Male,20,Less than 25,7,Medium,Caucasian,0,0,0,0,1,1
5042,Female,28,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
5043,Male,28,25 - 45,7,Medium,African-American,7,0,2,0,1,1
5044,Male,58,Greater than 45,3,Low,Caucasian,2,0,0,0,1,0
5046,Male,54,Greater than 45,1,Low,Other,1,0,0,0,0,0
5048,Female,24,Less than 25,7,Medium,African-American,2,0,0,0,1,1
5049,Female,34,25 - 45,1,Low,Other,0,0,0,0,0,0
