,race,gender,is_recid,score
6712,Caucasian,Male,1,1
6713,African-American,Male,0,0
6714,African-American,Male,1,1
6715,Caucasian,Male,0,1
6716,Hispanic,Female,0,0
6717,Other,Male,1,0
6719,Caucasian,Male,0,0
6720,African-American,Male,0,0
6721,Other,Male,0,0
6722,African-American,Male,0,1
6723,Caucasian,Male,0,0
6724,Other,Female,0,0
6725,Caucasian,Male,1,0
6726,Caucasian,Male,0,0
6728,African-American,Male,0,0
6729,Other,Male,0,0
6730,African-American,Female,0,1
6731,Caucasian,Male,0,0
6732,Hispanic,Female,1,0
6733,Hispanic,Male,0,0
6734,African-American,Male,0,0
6736,African-American,Male,1,1
6737,African-American,Male,1,0
6738,African-American,Male,0,1
6740,African-American,Male,1,1
6741,Caucasian,Female,0,0
6742,African-American,Male,1,1
6743,Other,Male,0,0
6744,Caucasian,Male,1,1
6746,African-American,Male,0,1
6747,Caucasian,Male,0,0
6749,African-American,Male,0,0
6750,African-American,Male,1,1
6751,African-American,Male,0,1
6752,Caucasian,Male,0,0
6753,African-American,Male,1,0
6754,African-American,Male,0,0
6755,Hispanic,Male,1,1
6756,African-American,Male,1,1
6757,Caucasian,Male,1,0
6758,African-American,Male,0,1
6759,African-American,Male,1,1
6760,African-American,Female,1,0
6761,African-American,Male,0,1
6763,African-American,Male,1,0
6764,Other,Male,0,0
6765,African-American,Male,0,0
6766,African-American,Male,1,0
6768,African-American,Female,1,0
6769,African-American,Male,1,1
6770,Caucasian,Male,0,1
6772,Other,Male,0,0
6773,Caucasian,Male,0,0
6774,Hispanic,Male,0,0
6775,Other,Male,0,0
6776,African-American,Male,1,1
6777,Other,Female,0,0
6778,African-American,Male,1,1
6779,Hispanic,Male,0,0
6780,Caucasian,Female,1,0
6782,Other,Female,0,0
6783,African-American,Male,0,0
6784,African-American,Male,0,0
6785,African-American,Male,1,1
6786,African-American,Male,0,0
6787,African-American,Male,1,0
6788,African-American,Female,1,0
6789,African-American,Female,0,1
6790,Other,Male,0,1
6791,Hispanic,Male,1,1
6792,Caucasian,Male,0,0
6793,African-American,Male,0,1
6794,Caucasian,Male,0,0
6795,Caucasian,Female,0,1
6796,African-American,Male,1,1
6797,Other,Male,1,1
6798,African-American,Male,1,1
6799,Hispanic,Male,0,0
6800,Caucasian,Female,0,0
6802,Caucasian,Male,1,0
6803,African-American,Male,1,0
6804,Caucasian,Female,0,0
6805,Caucasian,Male,0,0
6806,Caucasian,Male,1,1
6807,African-American,Male,1,1
6808,Other,Female,0,0
6809,African-American,Female,1,1
6810,African-American,Male,1,1
6811,Caucasian,Male,0,1
6813,African-American,Male,1,1
6814,Caucasian,Male,0,1
6815,Caucasian,Male,1,0
6816,African-American,Female,1,1
6817,African-American,Male,0,0
6818,Caucasian,Male,0,1
6819,Caucasian,Male,0,1
6820,Caucasian,Female,0,0
6821,Caucasian,Male,0,0
6823,Hispanic,Male,0,0
6824,African-American,Male,0,1
6825,African-American,Male,1,1
6826,Hispanic,Male,0,0
6827,Caucasian,Female,0,1
6829,Caucasian,Male,0,0
6830,African-American,Male,0,0
6831,African-American,Male,0,0
6832,African-American,Male,0,1
6833,Caucasian,Male,0,0
6834,Hispanic,Male,1,1
6836,Caucasian,Male,1,0
6837,Caucasian,Male,1,0
6838,African-American,Male,0,0
6841,Caucasian,Male,0,0
6842,Caucasian,Male,0,0
6843,Other,Male,1,0
6844,Hispanic,Male,1,1
6845,Caucasian,Male,0,0
6846,African-American,Male,0,0
6848,African-American,Female,0,1
6849,Caucasian,Male,1,0
6850,African-American,Male,0,0
6851,Caucasian,Male,0,0
6852,Hispanic,Female,0,0
6853,African-American,Male,0,1
6854,Hispanic,Male,1,0
6855,African-American,Male,0,0
6856,Caucasian,Male,0,0
6857,African-American,Male,1,0
6858,African-American,Female,0,0
6859,Caucasian,Male,1,0
6860,African-American,Female,1,0
6861,African-American,Female,0,0
6862,African-American,Male,1,1
6863,Hispanic,Female,0,0
6864,African-American,Male,1,1
6865,African-American,Male,1,1
6866,Other,Male,0,0
6867,Caucasian,Female,0,0
6868,African-American,Male,1,1
6869,Caucasian,Male,0,0
6870,Caucasian,Male,0,0
6871,Native American,Female,1,1
6872,African-American,Male,0,0
6876,Hispanic,Male,0,0
6877,African-American,Male,1,1
6878,Hispanic,Male,1,0
6879,African-American,Male,0,1
6880,Caucasian,Male,0,0
6881,Caucasian,Male,0,0
6884,Caucasian,Male,1,0
6885,Caucasian,Male,0,0
6886,Hispanic,Female,0,1
6887,Other,Male,0,0
6888,African-American,Female,1,1
6889,Other,Male,1,0
6890,Caucasian,Female,0,0
6892,African-American,Male,1,1
6893,Caucasian,Male,0,0
6894,African-American,Male,0,1
6895,African-American,Male,1,1
6896,Caucasian,Male,0,0
6897,African-American,Male,0,1
6898,Caucasian,Male,0,0
6899,African-American,Male,1,1
6900,African-American,Male,1,1
6901,Caucasian,Female,0,0
6902,Caucasian,Male,0,1
6903,African-American,Male,1,1
6904,African-American,Male,1,1
6905,African-American,Female,1,0
6906,Caucasian,Female,0,0
6907,Other,Male,1,0
6909,African-American,Male,1,0
6911,Hispanic,Male,0,0
6912,African-American,Female,0,0
6913,Caucasian,Male,1,1
6914,African-American,Male,1,0
6915,African-American,Female,1,1
6917,African-American,Male,1,1
6918,African-American,Male,0,1
6920,Caucasian,Female,1,0
6922,Caucasian,Male,1,1
6923,Caucasian,Male,1,0
6924,Caucasian,Male,0,0
6925,African-American,Male,0,1
6926,Caucasian,Female,0,1
6927,African-American,Male,1,1
6929,Other,Male,0,0
6930,Caucasian,Male,0,0
6931,Caucasian,Female,0,0
6932,African-American,Male,1,1
6933,African-American,Male,1,1
6934,African-American,Male,1,0
6935,African-American,Female,0,0
6936,African-American,Male,0,0
6937,African-American,Male,1,1
6938,African-American,Male,0,1
6939,Caucasian,Male,1,0
6940,African-American,Male,0,1
6941,African-American,Male,0,0
6942,Caucasian,Female,0,0
6943,Caucasian,Male,0,0
6944,Caucasian,Male,0,0
6945,Caucasian,Male,1,1
6946,African-American,Male,1,1
6948,Caucasian,Male,0,0
6949,Caucasian,Male,1,0
6950,African-American,Male,1,0
6951,Caucasian,Female,0,1
6952,African-American,Male,1,0
6954,Caucasian,Male,1,1
6955,African-American,Female,0,1
6956,African-American,Male,1,1
6958,African-American,Male,1,1
6959,African-American,Male,1,1
6960,Caucasian,Male,1,1
6961,Hispanic,Female,0,0
6962,Caucasian,Male,0,0
6963,Other,Male,0,0
6964,African-American,Female,1,1
6966,Caucasian,Male,0,1
6967,Caucasian,Female,1,1
6968,Caucasian,Male,1,0
6970,African-American,Male,1,1
6971,Caucasian,Male,1,0
6972,African-American,Male,1,0
6973,African-American,Male,1,1
6974,Other,Male,1,1
6975,African-American,Female,0,1
6976,Other,Male,1,0
6978,African-American,Male,0,0
6979,Caucasian,Male,0,0
6980,Caucasian,Male,0,0
6981,Other,Male,1,0
6982,Caucasian,Female,1,0
6983,Caucasian,Male,0,0
6984,Caucasian,Male,0,1
6985,Caucasian,Male,1,0
6987,African-American,Male,0,1
6988,African-American,Male,0,1
6989,African-American,Male,1,1
6991,Hispanic,Male,1,0
6992,African-American,Male,0,1
6993,Caucasian,Male,0,1
6994,African-American,Male,1,1
6995,African-American,Male,0,0
6996,Other,Female,0,0
6997,African-American,Male,0,0
6998,Caucasian,Male,0,0
6999,African-American,Male,1,1
7000,Hispanic,Male,1,0
7001,African-American,Male,1,1
7002,African-American,Male,1,1
7003,African-American,Male,1,1
7005,Caucasian,Male,1,0
7006,African-American,Female,0,0
7007,African-American,Male,1,0
7008,African-American,Female,0,1
7009,African-American,Female,1,1
7010,African-American,Male,0,1
7012,Other,Male,0,0
7013,African-American,Male,1,1
7014,Hispanic,Male,1,1
7015,African-American,Male,1,1
7017,African-American,Female,0,0
7018,Caucasian,Male,0,0
7019,Hispanic,Male,0,0
7020,African-American,Male,0,1
7021,African-American,Male,1,1
7022,African-American,Male,0,1
7023,Caucasian,Male,1,1
7024,Caucasian,Male,1,1
7025,African-American,Male,1,0
7026,African-American,Male,1,1
7027,African-American,Male,1,1
7028,African-American,Male,0,1
7029,African-American,Male,0,1
7030,Caucasian,Male,1,1
7031,Caucasian,Male,0,0
7032,Caucasian,Male,0,0
7033,African-American,Male,1,1
7034,Hispanic,Female,0,0
7035,Other,Male,0,0
7036,African-American,Male,0,0
7037,African-American,Male,1,1
7038,Caucasian,Male,0,0
7039,Caucasian,Female,1,1
7040,African-American,Female,1,1
7041,African-American,Male,1,0
7042,African-American,Female,0,0
7043,African-American,Male,1,0
7044,African-American,Male,0,0
7046,Caucasian,Female,0,0
7047,African-American,Male,1,1
7048,Caucasian,Male,0,0
7049,African-American,Female,0,0
7050,Caucasian,Female,0,0
7051,African-American,Male,1,1
7052,Hispanic,Female,0,0
7053,Caucasian,Male,0,0
7054,African-American,Male,1,1
7055,African-American,Male,0,0
7056,Hispanic,Male,1,0
7057,African-American,Male,1,0
7058,Hispanic,Female,0,0
7059,African-American,Male,0,0
7061,African-American,Male,0,0
7062,African-American,Male,1,1
7063,Caucasian,Male,1,0
7064,Caucasian,Male,0,0
7065,Caucasian,Male,0,0
7067,African-American,Male,1,0
7068,Caucasian,Male,1,0
7069,Caucasian,Male,0,0
7070,African-American,Male,0,0
7071,Caucasian,Male,0,0
7072,Caucasian,Male,0,0
7073,Caucasian,Female,0,0
7074,African-American,Female,0,1
7075,Asian,Male,0,0
7076,Caucasian,Female,1,1
7077,African-American,Male,1,1
7078,African-American,Male,1,1
7079,African-American,Female,1,0
7080,African-American,Male,1,1
7081,Caucasian,Male,0,0
7083,African-American,Male,1,0
7084,Caucasian,Male,1,1
7086,African-American,Male,0,1
7087,Caucasian,Male,0,1
7088,African-American,Male,1,0
7089,Other,Male,1,0
7090,Caucasian,Female,1,0
7091,Asian,Male,1,1
7092,African-American,Male,1,1
7093,Hispanic,Male,1,0
7094,African-American,Female,1,0
7095,Caucasian,Male,0,0
7098,Caucasian,Female,1,1
7099,Hispanic,Male,0,1
7100,African-American,Male,1,1
7101,African-American,Male,0,1
7102,African-American,Female,1,1
7103,African-American,Male,1,1
7104,African-American,Male,1,0
7105,Hispanic,Male,0,0
7106,Caucasian,Male,1,1
7108,African-American,Male,1,1
7109,African-American,Female,1,0
7110,Other,Male,0,0
7111,African-American,Male,1,1
7112,African-American,Male,0,0
7113,African-American,Female,0,1
7114,African-American,Male,0,1
7115,African-American,Male,1,0
7116,African-American,Male,1,1
7117,Caucasian,Male,0,0
7118,African-American,Male,1,1
7119,Caucasian,Female,1,1
7120,Caucasian,Female,0,0
7121,African-American,Female,1,1
7122,African-American,Female,0,0
7123,Asian,Male,1,0
7124,African-American,Male,0,0
7125,Hispanic,Male,1,1
7126,Caucasian,Male,0,0
7127,Other,Female,0,0
7129,Caucasian,Female,0,0
7130,African-American,Male,1,0
7131,Caucasian,Male,0,1
7132,Hispanic,Female,1,0
7133,African-American,Female,1,1
7134,African-American,Female,1,1
7135,African-American,Male,0,1
7136,Caucasian,Male,0,0
7137,African-American,Male,0,0
7138,African-American,Female,1,1
7140,Caucasian,Male,0,1
7141,Caucasian,Male,1,1
7143,African-American,Male,1,1
7144,Caucasian,Female,0,1
7145,Caucasian,Male,1,1
7146,Hispanic,Male,0,1
7148,African-American,Male,1,1
7150,African-American,Male,1,1
7151,Caucasian,Male,0,0
7152,African-American,Male,1,1
7153,Caucasian,Male,0,1
7154,African-American,Male,0,0
7155,Caucasian,Male,0,0
7156,African-American,Male,0,0
7157,Caucasian,Male,1,0
7158,African-American,Male,0,1
7159,African-American,Male,0,1
7160,African-American,Male,1,1
7161,Hispanic,Male,0,0
7162,African-American,Male,0,0
7163,Caucasian,Male,0,0
7164,Hispanic,Male,1,1
7165,African-American,Male,1,1
7166,Caucasian,Female,0,0
7167,Caucasian,Male,0,1
7168,Caucasian,Male,1,0
7169,African-American,Male,0,1
7170,African-American,Male,1,1
7171,African-American,Male,0,1
7172,African-American,Male,1,1
7175,Caucasian,Male,1,0
7176,Hispanic,Male,0,0
7178,Caucasian,Female,0,1
7179,Caucasian,Female,0,0
7180,Caucasian,Female,0,0
7181,African-American,Male,1,1
7182,Caucasian,Female,0,1
7183,African-American,Female,1,1
7184,Caucasian,Female,1,1
7185,Caucasian,Male,0,0
7186,African-American,Male,0,0
7187,Caucasian,Male,1,0
7188,Caucasian,Male,0,0
7189,African-American,Male,1,0
7190,African-American,Male,1,0
7192,Caucasian,Male,0,0
7193,African-American,Male,0,0
7194,Caucasian,Female,1,0
7195,African-American,Male,1,1
7196,African-American,Male,0,0
7197,African-American,Male,0,0
7198,African-American,Male,0,1
7199,Caucasian,Male,0,1
7200,African-American,Female,1,1
7201,African-American,Male,1,1
7202,Hispanic,Male,0,0
7203,Hispanic,Male,0,0
7204,African-American,Male,0,0
7206,Caucasian,Male,1,1
7207,African-American,Male,1,0
7208,African-American,Male,0,1
7209,African-American,Male,0,1
7210,African-American,Male,0,0
7211,Other,Male,0,0
7212,African-American,Female,0,0
7213,Hispanic,Female,1,0
